main_id,no,creation_date,subject,product_name_1,color_1,inscription_num_1,unit_1,ship_date_1,product_name_2,color_2,inscription_num_2,unit_2,ship_date_2,product_name_3,color_3,inscription_num_3,unit_3,ship_date_3,product_name_4,color_4,inscription_num_4,unit_4,ship_date_4,product_name_5,color_5,inscription_num_5,unit_5,ship_date_5,product_name_6,color_6,inscription_num_6,unit_6,ship_date_6,last,last_order_date,last_no,inscription_date,inscription_direction,proofreading,inscription_method,inscription_work,inscription_font,font_size,print_1_text_1,print_2_text_1,print_dic_1,print_1_text_2,print_2_text_2,print_dic_2,print_1_text_3,print_2_text_3,print_dic_3,pen_content,manuscript,img_name_1,img_url_1,img_name_2,img_url_2,img_name_3,img_url_3,office_name,contact_name,store_code,company_name_1,company_name_2,contact_name_2,creation_date_2,shipment_desired,delivery_day,destination_name,zip_code,municipality,address,building_flat,phone_number,chk,packaging_printing,proofreading_2,packaging_name_1,sheet_num_1,packaging_name_2,sheet_num_2,packaging_name_3,sheet_num_3,font_heaven,print_color_heaven,free_text,font_ground_1,print_color_ground_1,font_ground_2,print_color_ground_2,font_ground_3,print_color_ground_3,img_name,packaging_heaven_1,packaging_heaven_2,packaging_heaven_3,packaging_ground_1,packaging_ground_2,packaging_ground_3,work,packing_name_1,sheet_num_2_1,packing_name_2,sheet_num_2_2,packing_name_3,sheet_num_2_3,bagging,packing_number,stop_date,box_packing,box_packing_text,packaging,expands_over,expands_over_date,first_out,free_text2
355,Ｄ67,1/23/2013,大分市選挙管理委員会・大分市明るい,ＳＮ－２００ＰＴ－０７ＣＮＭ,１,1000,Ｐ,1/23/2013,,,0,,0000-00-00,本社から,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,２行１版,横,本体校正,シルク,,一　任,,青,,,,,,,,,,大分市選挙管理委員会大分市明るい選挙推進協議会 ,最終画像,5871D67 .JPG,,,, ,第３Ｇ,姫野,1813,平岡㈱,,社長,1/22/2013,2/6/2013,2/7/2013,平岡㈱,,,,,,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,Ｂ－９,1000,,0,,0,,0, ,有,,,,,無, 
356,Ｄ68,1/23/2013,大分市議会議員選挙・・・,リライアンス　５色ふせんセット,,2000,Ｐ,1/23/2013,,,0,,0000-00-00,予備（名入れ用）,,20,Ｐ,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,,本体校正,,,,,青,,,赤,,,,,,,別途指図書送付 ,最終画像,5881D68 .JPG,,,, ,第３Ｇ,姫野,1813,平岡㈱,,社長,1/22/2013,2/6/2013,2/7/2013,平岡㈱,,,,,,,,,,0,,0,,0,,,,,,,,, ,,,,,,,,規格戻し 有,規格,2000,,0,,0,,0, ,,,,,,無,ＰＰ袋規格戻し 
357,作30,1/23/2013,東福岡学園　自由ケ丘幼稚園,８９０　ＭＰＷ（マリオ）,１２色,53,ケ,0000-00-00,８９０　ＲＫＬ（リラックマ）,１２色,35,ケ,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,無,,不　　要,,,,,,,,,,,,,,,上記商品は個人名入れ完了分 ,,,,,, ,第１グループ,中牟田,289,三浦文具　様,,あきら　様,1/22/2013,1/31/2013,1/1/2013,三浦文具　様,,,,,,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,,0,,0,,0,,0, ,,,有,有,内のし,無,・のし印刷持込　　　　　　　　・包装紙ギフト１１　　　　　・外に名前表示（データによりラベ　　　　　　　　　　　　ル作成） 
358,Ｄ65,1/23/2013,介護老人保健施設　　ナーシングセンター八幡,SE-382,水,40,P,1/23/2013,SE-382,橙,30,P,1/23/2013,SE-382,黄,30,P,1/23/2013,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,２行１版,横,本体校正,パッド,,丸ゴシック,一　任,黒,,,,,,,,,,介護老人保健施設ナーシングセンター八幡 ,最終画像,5901D65 .JPG,,,, ,広域営業Ｇ,渡辺,8004,㈱レイメイ藤井,北九州支店,久家,1/23/2013,2/7/2013,2/8/2013,有限会社シィーティーシステム 　米山,,北九州市小倉北区下到津,１－１－２,,093-561-7040,帳合店直送,有,有,PM-1,100,,0,,0,明朝体,黒,,丸ゴシック,黒,,,, ,,記念品,,,介護老人保健施設　ナーシングセンター八幡,,,有,PM-1,100,,0,,0,,0, ,有,,,,,無, 
359,Ｄ69,1/23/2013,剛健　信愛　創造,ＭＳＥ-501ＢＳ.1,白,55,Ｐ,1/23/2013,,,0,,0000-00-00,,,50,Ｐ,0000-00-00,701在庫,,5,Ｐ,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,縦, データ,シルク,,行書体,,黒,,,,,,,,,,剛健　信愛　創造　　Ｈ12.12.21にダック小柳様にデザイン頂いていた分の上段（肉太）分で校正をお願いします。 ,最終画像,5911D69GOUKENN.JPG,,,, ,4G,小川修一,2175,新九州クラウン,宮崎営業所,山下所長,1/23/2013,2/6/2013,2/7/2013,有限会社　吉田文具店,,日向市　本町,16-Jul,,0982-52-3312,帳合店直送,無,,,0,,0,,0,,,,,,,,, ,,,,,,,,同送品 有,Ｂ-30,55,,0,,0,,0, ,,,,,,無, 
360,Ｄ66,1/23/2013,平成24年度　宮若市サタデーピアスクール,K5560,2B,3,D,1/23/2013,K5561,2B,3,D,1/23/2013,K5562,2B,3,D,1/23/2013,K4825,2B,2,D,1/23/2013,K4826,2B,3,D,1/23/2013,, ,0,,0000-00-00,無 ,0000-00-00,,１面,,不　　要,パッド,,明　朝,一　任,金,,,,,,,,,,平成24年度　宮若市サタデーピアスクール ,最終画像,5921D66 .JPG,,,, ,広域営業Ｇ,渡辺,8003,㈱レイメイ藤井,福岡営業部,山田,1/23/2013,2/7/2013,2/8/2013,有限会社　小田文具店,,宮若市宮田町宮田,５３－１,,0949-32-0059,得直先直送,,,,0,,0,,0,,,,,,,,, ,,,,,,,,規格戻し 有,,0,,0,,0,,0, ,,,,,,無,Ｅ－２００１　１００枚同送して下さい。 
361,ド9,1/23/2013,個人ナイレ　（打刻機）,MSXE5-1000-05 .24,黒,1,P,1/23/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横,不　　要,ドット,,筆記体,,金,,,,,,,,,Ｈｉｄｅｋｉ　Ｄｅｓａｋｉ,　Ｈｉｄｅｋｉ　Ｄｅｓａｋｉ　　　　　　 ,,,,,, ,4Ｇ,小川修一,2136,デサキ宮崎,,,1/23/2013,1/25/2013,1/26/2013,営業所入り,,,,,,,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,無,,0,,0,,0,,0, ,,,,,,無,納期にてご無理いいますが、よろしく　お願いいたします。 
362,Ｄ63,1/23/2013,ルーテル学院幼稚園,ユニスターＫ　２Ｂ,２Ｂ,28,Ｄ,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,2/24/2012,Ｄ243,１面,縦,不　　要,シルク,,一　任,一　任,金,,,,,,,,,　　　　　　　　　　　　　　　ルーテル学院幼稚園,　　　　　　　ルーテル学院幼稚園　　　　　　縦書き　　　　　　　全て前回通りで作成お願いします。 ,最終画像,5941D63 .JPG,,,, ,第１Ｇ,平嶋祐一,1753,㈱エスエス齋藤,,赤星様,1/23/2013,2/7/2013,2/8/2013,㈱エスエス齋藤,862-0959,熊本市中央区白山1－9－13,,,096－372－5225,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,同送品 有,シースＳ-13,60,,0,,0,,0, ,,,,,,無, 
363,Ｄ64,1/23/2013,教材センター　岱陽堂　ＴＥＬ0968-74-2051,ＳＸＮ‐150‐07．6,緑,300,本,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横, データ,シルク,,角ゴシック,一　任,黒,,,,,,,,,教材センター　岱陽堂　ＴＥＬ0968‐74‐2051,　教材センター　岱陽堂　ＴＥＬ0968-74-2051※　教材センターは小さめに作成してください ,最終画像,5951D64 .JPG,,,, ,第１Ｇ,平嶋祐一,1669,合資会社　岱陽堂,,社長,1/23/2013,2/7/2013,2/8/2013,合資会社　岱陽堂,865-0064,熊本県玉名市中,1813番地,,0968-74-2051,得直先直送,,,,0,,0,,0,,,,,,,,, ,,,,,,,,同送品 有,E‐2001,300,,0,,0,無,0, ,,,,,,無,店名名入れです。 
364,D80,1/24/2013,日向市書道協会,ＳＧ-100-07.24,黒,300,Ｐ,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,8/8/2011,Ｄ721,１面,横,本体校正,シルク,,一　任,一　任,白,,,,,,,,,日向市書道協会,日向市書道協会（軸本体ナイレは中央揃え/前回どおりで） ,最終画像,5961D80 .JPG,,,, ,4G,小川修一,2064,勉強堂,,奥様,1/23/2013,1/31/2013,2/1/2013,勉強堂,,日向市　中町1-38,,,0982-52-2103,得直先直送,有,有,Ｂ-6,300,,0,,0,前回どおり,黒,,前回どおり,黒,,,, ,,賞,,,日向市書道協会,,,同送品 有,Ｂ-6,300,,0,,0,,0, ,,,,,,無, 
365,D75,1/24/2013,長崎福祉専門学校,SHE2-1800J　　軸のみ (本社）,銀,34,本,1/24/2013,SHE2-1800J　　軸のみ,黒,17,本,1/24/2013,　　　　,,0,,0000-00-00,印面　　1/31　　入荷,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,2/1/2012,D114,１面,横,不　　要,パッド,,一　任,一　任,黒,,,白,,,,,,　　　　　　　　　　　　　　　　長崎福祉専門学校,　　　　　銀軸は黒色で、黒軸は白色で印刷してください。 ,最終画像,5971D75 .JPG,,,, ,エリア第2G,山下,1412,㈱イシマル,,岸川様,1/24/2013,2/14/2013,2/15/2013,,,,,,,営業所入り,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,無,,0,,0,,0,,0, ,無,,,,,無,B-30を51枚、同送してください。注文№1008495印面は別途手配しています。 
366,Ｄ76,1/24/2013,北九州市立大学国際環境工学部,MSXE5-1000-07,黒,90,本,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,２面,横,不　　要,パッド,,角ゴシック,一　任,白,,,,,,,,,北九州市立大学　国際環境工学部,北九州市立大学　国際環境工学部環境問題事例研究2行名入です。校正している分です。 ,最終画像,5981D76 .JPG,,,, ,第３G,綾部承光,1001,ウエダ株式会社,たろう文房納品部,中島部長,1/24/2013,1/30/2013,1/31/2013,ウエダ株式会社,802-0015,北九州市小倉北区大田町,14-21,,093-531-5487,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,B-12,90,,0,,0,無,0, ,有,,無,無,,無, 
367,作31,1/24/2013,包装作業,三喜380-03E真空断熱ケータイマグ,,30,P,0000-00-00,三喜396-09EシリコーンポットＭ,ｵﾚﾝｼﾞ,10,P,0000-00-00,三喜396-10EシリコーンポットＭ,ﾛｰｽﾞﾋﾟﾝｸ,10,P,0000-00-00,三喜396-11EシリコーンポットＭ,ﾗｲﾑｸﾞﾘｰﾝ,10,P,0000-00-00,三喜272-02EＬＥＤレンザーＫ２Ｌ,,30,P,0000-00-00,三喜422-10Eオールドマンつめ切り, ,30,P,0000-00-00,無 ,0000-00-00,,無,,不　　要,,,,,,,,,,,,,,,＊三喜438-11Eステンレスソープ　30P全７アイテム１５０Ｐ＊商品手配済み ,,,,,, ,第１Ｇ,久保田,701,（有）ポスヤマダ,,社長様,1/24/2013,1/31/2013,2/1/2013,（有）ポスヤマダ,,久留米市西町,1041-11,,0942-33-8324,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,GIFT-11,150,,0,,0,無,0, ,無,,有,無,,無, 
368,ド10,1/24/2013,個人名入れ　Tamari　Yukari,MSXE5-1000-07.13,ﾋﾟﾝｸ,1,P,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横,不　　要,ドット,,楷書,一　任,,,,,,,,,,Tamari　Yukari, ,,,,,, ,第５グループ,八木,2399,しんぷく　卸本町店,,大山,1/24/2013,2/4/2013,2/5/2013,しんぷく　卸本町店,891-0123,鹿児島市卸本町,7-Jul,,099-260-2625,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,同送品 有,B-36,1,,0,,0,無,0, ,無,,無,無,,無, 
369,Ｄ73,1/24/2013,MISSION CHILD 2013,SXN-150-07ピンク,,450,本,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横, データ,パッド,,丸ゴシック,指定有,黒,,,,,,,,,MISSION CHILD 2013, ,最終画像,6011D73 MISSION CHILD 2013-1.JPG,,,, ,開発グループ,小川,498,株式会社　ミッションサポート,,秋山 様,1/24/2013,2/4/2013,2/5/2013,株式会社　ミッションサポート　,811-1313,福岡市南区日佐,3丁目42番1号,,(092)575-2551,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,OPP(30㎜),450,,0,,0,有,1, ,無,,無,無,,無, 
370,Ｄ70,1/24/2013,東海大学第５高校,ＭＳＸＥ３－５００－０７,水色,400,本,1/24/2013,ＭＳＸＥ３－５００－０７,緑,400,本,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,２行１版,,本体校正,シルク,,一　任,,白,,,,,,,,,,ロゴ　第９１回全国高校　　　　　　　　　　　　　　　　　　　　　サッカー選手権出場記念　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　・ロゴは１行２行にかかる様にして下さい。　　　　　　　　・ロゴデータなし（シール有り）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 ,最終画像,6021D70.JPG,,,, ,第１グループ,中牟田,363,たまおき宗像店　様,,内和田,1/24/2013,1/30/2013,1/31/2013,たまおき宗像店　様,811-4188,宗像市くりえいと１丁目,４－５,,０９４０－３８－０２１５,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,Ｂ－１２のし箱,800,,0,,0,,0, ,有,Ｂ－１２　１本詰め,,,,無,　・校正連絡～たまおき宗像店　　　　ＦＡＸ0940-38-0217 ・納期は希望です。　　　　　　　無理な場合は最短でして下さい。 
371,Ｄ77,1/24/2013,天は人の上に人をつくらず　人の下に人を,Ｋ９８００,ＨＢ,251,Ｄ,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,1/14/2012,Ｄ34,１面,縦,不　　要,シルク,,,,金,,,,,,,,,,天は人の上に人をつくらず　人の下に人をつくらず ,最終画像,6031D77 .JPG,,,, ,第３Ｇ,姫野,1995,(有)井上商会,,,1/24/2013,2/6/2013,2/7/2013,(有)井上商会,,中津市牛神町１丁目,４２２－９,,０９７９－２５－０３４７,,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,Ｅ－2000,3012,,0,,0,有,0, ,,,,,,無, 
372,Ｄ78,1/24/2013,永犬丸小学校卒業記念,M5-858GG１P.71,ターコイズ,103,p,0000-00-00,SE3-304T.33,透明青,103,p,1/25/2013,,,0,,0000-00-00,　　　この指図書はボツです。,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,2/1/2012,Ｄ124,１面,横,不　　要,パッド,パック外し,一　任,一　任,金文字,赤金,,,,,,,,EINOMARU,名入　　EINOMARU　　　　　この指図書はボツになりました。 ,,,,,, ,第3G,綾部,1030,(有)サイトー,,佐野様,1/24/2013,2/12/2013,2/13/2013,(有)サイトー,806-0022,北九州市八幡西区藤田,4/3/2010,,093-641-4396,,無,,,0,,0,,0,,,,,,,,, ,,,,,,,,無,B-37,103,台紙,103,F-1801,103,,0, ,,,,,,無,箱台紙包装紙は同送してください。　　この指図書はボツです。 
373,Ｄ71,1/24/2013,（有）タカセＩ・Ｃ,SXN150-07NW.5,白黄緑,300,P,0000-00-00,,,0,,0000-00-00,　　　　728在庫分より,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横, データ,パッド,,角ゴシック,一　任,オレンジ,,,,,,,,,　　　　　　　　　　　　　　　　　　　（有）タカセＩ・Ｃ, ,最終画像,6051D71 .JPG,,,, ,第１Ｇ,久保田,785,（株）かがし屋　日田支店,,渋谷様,1/24/2013,2/4/2013,2/5/2013,（株）かがし屋　日田支店,,日田市新治町,365-1,,0973-23-5333,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,同送品 有,PUS-1,300,,0,,0,無,0, ,無,,無,無,,無,＊ＪＳ名入ＣＰ分 
374,Ｄ72,1/24/2013,クリスター,グリーンエコカレンダーＴＹ－１００,,52,ケ,0000-00-00,,,0,,0000-00-00,　　　　　入荷済み,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,11/5/2012,Ｄ１０６１,１面,,本体校正,,,,,,,,,,,,,,,　マーク（ロゴ）　株式会社　クリスター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　・前回と印刷スペース違い若干のアレンジ要する。　　　　　・詳しい名入れ内用は別紙参照の事。 ,最終画像,6061D72 .JPG,最終画像2,6062D72 2.JPG,, ,第１グループ,中牟田,362,㈱ノアカワバタⅡ,,古川様,1/24/2013,1/28/2013,1/29/2013,㈱ノアカワバタⅡ　様,812-0011,博多区博多駅前,２－１－１,福岡朝日ビル,,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,規格戻し 有,,0,,0,,0,,0, ,,,,,,無,・納期はダック小柳様確認済み．　・商品入荷済み（２ケ試し用） 
375,Ｄ74,1/24/2013,The20year Kuriyama office,ﾊﾟｰｶｰ　ｱｰﾊﾞｲﾝ　ﾎﾞｰﾙﾍﾟﾝ,黒,12,P,0000-00-00,ﾊﾟｰｶｰ　ｱｰﾊﾞｲﾝ　ﾎﾞｰﾙﾍﾟﾝ,赤,5,P,0000-00-00,ｻﾝﾗｲｽﾞに手配済みです。,,0,,0000-00-00,1月28日入荷予定,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横,,パッド,,筆記体,一　任,金,,,,,,,,,The20year Kuriyama office,TheのTとKuriyamaのKのみ大文字です。文字のみ紙校正（坂口まで）でOKです。※先に紙校正お願いします。 ,最終画像,6071D74 The20year Kuriyama office-1.JPG,,,, ,開発G,坂口,992,ミリオン,,秋本様,1/24/2013,1/30/2013,1/31/2013,坂口配達,,,,,,,,,,0,,0,,0,,,,,,,,, ,,,,,,,,無,,0,,0,,0,無,0, ,無,,無,無,,無,※納期がタイトで大変申し訳ありませ　　ん。　宜しくお願いします。 
376,作32,1/24/2013,ふくおかフィナンシャルグループ　,M5-4501P.33,青,5000,Ｐ,1/24/2013,M5-4501P.24,黒,5000,P,1/24/2013,M5-4501P.4,オレンジ,5000,P,1/24/2013,M5-4501P.26,シルバー,5000,P,1/24/2013,M5-4501P.13,ピンク,5000,P,1/24/2013,M5-4501P.6,グリーン ,5000,P,1/24/2013,無 ,0000-00-00,,無,,,,,,,,,,,,,,,,, ,,,,,, ,開発Ｇ,坂口,992,ふくおかフィナンシャルグループ,営業推進部,藤木様,1/24/2013,2/5/2013,2/6/2013,別途指定あり（約250箇所）,,,,,,帳合店直送,無,,,0,,0,,0,,,,,,,,, ,,,,,,,,有,Ｂ-450別製,30000,大成印刷から25日着,0,,0,無,0, ,有,,無,無,,有,"※日本創研様にて作業①化粧箱詰め（色別管理）②送付先別仕訳（色混→限り均等）③親和銀行2箇所へ（長崎・佐世保）　2月5日出荷　2月6日AM着④福岡銀行1箇所へ　2月6日出荷　2月7日AM9時着（親和銀行5,000Ｐ）（福岡銀行25,000Ｐ） "
377,Ｄ79,1/24/2013,祝卒業　中原青少年育成会,M5-450１P.33,青,24,p,1/24/2013,M5-4501P.13,ピンク,21,p,1/24/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00, ,0000-00-00,,１面,横,不　　要,パッド,パック外し,一　任,一　任,ｼﾙﾊﾞｰ,,,,,,,,,祝卒業　中原青少年育成会,祝卒業　中原青少年育成会 ,最終画像,6091D79 .JPG,,,, ,第3G,綾部,1061,(有)こうざき文具,,久保田様,1/24/2013,2/8/2013,2/12/2013,(有)こうざき文具,804-0062,北九州市戸畑区浅生1丁目,19-Mar,,093-881-8161,,,,E-1704,45,,0,,0,明朝体,黒,,明朝体,黒,,,, ,,御　　祝,,,,中原青少年育成会,　会長　佐藤哲男,有,B-39,45,F-1801,45,,0,,0, ,有,,有,有,外のし,無,中原・・・育成会と哲男の下の文字を合わせてください。色分けもお願いします。 
378,L38,1/25/2013,個人名入れ　Ｒ.　kawamura,MSXE5-2005-07,ブラック,1,本,1/25/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横,不　　要,レーザー,,筆記体,一　任,,,,,,,,,,,木軸の部分に名入れ 　Ｒ.ＫWAMURA ,,,,,, ,第１グループ,中牟田,363,たまおき宗像店　様,,内和田,1/24/2013,1/30/2013,1/31/2013,たまおき宗像店　様,811-4184,宗像市くりえいと,４－５,,０９４０－３８－０２１５,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,無,,0,,0,,0,,0, ,,,,,,無, 
379,Ｄ84,1/25/2013,　北九州市防水工事業協同組合,リボンハーツD387-06,,10,個,1/25/2013,ソーﾗ＆ダイナモAM/FMラジオライト,,0,,0000-00-00,商品手は手配中,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,12/6/2012,D-1203,２面,横,本体校正,パッド,その他,角ゴシック,,赤,,,黒,,,,,,,①赤文字　　　　　　　　　　　　祝　30周年記念　　　　　②黒文字　　　　　　　　　北九州市防水工事業協同組合再版代 ,最終画像,6111D84 .JPG,,,, ,第3G,綾部承光,4042,有限会社サトー,,佐藤社長,1/24/2013,2/8/2013,2/9/2012,有限会社　サトー,824-0121,福岡県京都郡みやこ町豊津,1124-11,,,,無,無,,0,,0,,0,明朝体,赤,,明朝体,黒,,,, ,,祝　３０周年記念,,,北九州市防水工事業協同組合,,,有,GIFT-11,10,,0,,0,無,0, ,有,規格戻し,有,有,外のし,無,①のしは持ち込みますので印刷など作成しなくてよいです。本体印刷は二行です。 
380,Ｌ39,1/25/2013,第一生命保険株式会社,MSXE5-2005-07,,0,44,1/25/2013,,,0,,0000-00-00,　　　,,0,,0000-00-00,　　　,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00, ,0000-00-00,,１面,横,不　　要,レーザー,値札タグ外し,楷書,一　任,,,,,,,,,,,＊別紙参照の事。 ,,,,,, ,開発G,小川,393,第一生命保険株式会社,福岡総合支社　営業推進グループ,立石様,1/24/2013,2/7/2013,2/8/2013,第一生命保険株式会社　福岡総合支社　営業推進グループ　立石,812-0039,福岡市博多区冷泉町,May-35,福岡祇園第一生命ビル11F,(050)3781-6641,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,F3005H,44,,0,,0,無,0, ,有,F-3005Hに1P詰め,無,無,,無,＊箱詰め後に箱の裏に彫刻した名前が判るようにラベルを貼ってください。 
381,ＦＫ5,1/25/2013,福岡県赤十字血液センター,MSXE5-1000-07,白,2000,本,1/25/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横, データ,インクジェット,,,,フルカラー,,,,,,,,,,＊フクイン社にてインクジェット名入れあり。 ,最終画像,6131FK5 .JPG,,,, ,開発グループ,小川,583,株式会社博多大丸 ,特需課,田中 様,1/25/2013,2/8/2013,2/8/2013,,,,,,(080)8367-3141,営業所入り,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,B-36,2000,,0,,0,無,0, ,有,B-36に1本詰め,無,無,,無, 
382,Ｄ85,1/25/2013,第44回広徳小学校卒業記念品,①M5-450１P,青,85,本,1/25/2013,②D610-09コンペルフォンスタンド,,75,個,1/25/2013,リボンハーツカタログ,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,有 ,1/25/2012,,１面,横,本体校正,パッド,その他,角ゴシック,一　任,①白,,,②紺,,,,,,第44回　広徳小学校　卒業生　,　①　第44回　広徳小学校　卒業生　　M5-450　青　②　第44回　広徳小学校　卒業生　　コンペルスタンド ,最終画像,6141D85 .JPG,,,, ,第3G,綾部承光,4045,友沢商事,,田中様,1/25/2013,2/20/2013,2/21/2012,有限会社　友沢商事,803-0815,北九州市小倉北区原町１丁目,Mar-41,,093-592-2171,,有,有,E-1704,85,,0,,0,角ゴシック,黒,北九州市立は少々小さくしてください。段落で,角ゴシック,黒,角ゴシック,黒,角ゴシック,黒 ,,祝卒業,,,　北九州市立,　　広徳小学校,　　　　父母教師会,有,F-1801,85,B-39,10,,0,無,0, ,有,1本詰め,有,有,外のし,無,①M5-450はパック戻し75本②コンペフォトスタンドと一緒に包装してくださいブリスターパックのはみ出た箇所はカットしてください。包装外のし※残りのM5-450はB-39詰めで包装外のしです。 
383,Ｄ81,1/25/2013,稲田電工　☎２９－２１２０,SXN150-07.6,緑,300,P,1/25/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横, データ,パッド,,一　任,一　任,,,,,,,,,,　　　　　　　　　　　　　　稲田電工　☎２９－２１２０, ,最終画像,6151D81 .JPG,,,, ,第１Ｇ,久保田,785,（株）かがし屋　日田支店,,木下支店長,1/25/2013,2/7/2013,2/8/2013,（株）かがし屋　日田支店,,日田市新治町,365-1,,0973-23-5333,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,同送品 有,E-2000,300,,0,,0,無,0, ,無,,無,無,,無,＊ＪＳ名入ＣＰ分 
384,ド11,1/25/2013,打刻機　銘入,MSXE5-1000-05,ﾋﾟﾝｸ,1,P,1/25/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,無 ,0000-00-00,,１面,横,不　　要,ドット,,筆記体,一　任,金,,,,,,,,,Ｍ．Ｉｓｈｉｄｏ,＊打刻機で作成して下さい。 ,,,,,, ,第1G,中原,441,文具のたまおき本店,,柴田,1/25/2013,1/30/2013,1/31/2013,文具のたまおき本店,,,,,,得直先直送,無,,,0,,0,,0,,,,,,,,, ,,,,,,,,無,,0,,0,,0,,0, ,,,,,,無, 
